dataset_name,sample_id,text
multivariant-v2-custom,60,"Я благодарю всех, кто пришёл. Особо благодарю тех, кто пришёл вовремя. Потому что руны – это очень интересное состояние, которое они включают. Прежде всего связанное с ощущением ценности собственного времени. Если вы это поняли и ощутили, то тогда с рунами у вас всё будет отлично и хорошо. У нас сегодня занятие проходит в несколько неожиданном для коллег, присутствующих в школе постоянно, формате. Присутствуют у нас виртуальные наши партнёры, виртуальные коллеги со всей России и не только России, {и с|из} других частей нашего света, с которыми вы в процессе познакомитесь. И я, кстати, тоже познакомлюсь со многими. По крайней мере, очно, поскольку меня вы все знаете заочно. Некоторые из вас лично. А вот с вами мне придётся наладить, скажем так, {более…} более тесный, более близкий контакт. Поскольку до определённого времени я вас поведу по циклу рун до выпуска, до посвящения, о котором я скажу вам немножко позже. И то, что с вами будет происходить, должно происходить под моим бдительным вниманием. Руны, господа, это счастье, честно вам скажу… и дамы. Одно большое стремительное счастье. Если вы сумеете разделить мою точку зрения, то <*> нам с вами предстоит очень интересный совместный долгий путь. Я надеюсь, что {я…} у меня получится донести до вас информацию о том, какое это действительно редкостное счастье. Руны – это магия. И требуют к себе самого серьёзного внимания. Невозможно изучать руны, не прикасаясь к их магическому потенциалу. Это нелепо, это глупо. Они сами по себе инструмент магии, инструмент магический, инструмент мистический. Если правильно проводить руны через свое сознание, то, соответственно, точно так же правильно будете проводить и магические потенции в свой разум. Та методика, по которой я вас поведу, она вам многим известна вот из этой книги {а}"
multivariant-v2-custom,24,"Привет, друзья, приветствую у себя на канале и сегодня {в} продолжение темы {делфи | дельфи | delphi | delfi} . Как мы все помним {делфи | дельфи | delphi | delfi} - танкер, затонувший на пляже ""Дельфин"" в Одессе. Я уже об этом говорил, выпускал {два | 2} видео. И мы все помним как наш президент строго-настрого, бывший, с визитом в Одесской области, он строго-настрого приказал до {20 | двадцатого|20-го} июля убрать танкер. <*> у нас есть сейчас последняя <*> {Ну вот|Вот|} поэтому я вас очень прошу до {20 | двадцатого | 20-го} числа {вообще} уберите это судно, если {не способны|неспособны} убирать, мы отправим всех: МЧС государственного уровня, всё… {разрежет|разрежете} , {увезёт|увезёте} . Уже никого не будет интересовать {закон|законно} или {не закон|не законно|незаконно} . {Сейчас|Щас} то, что {это} {вот} здесь у людей {в} {этот…} пляжный {так называется} отпуск. {И|В|} пляжный период, отпуск. Мы с ноября показываем, что вообще, честно говоря, импотентная власть. {Вот,} {что|чтоб|чтобы} мы {вот} этим решением показываем. <*> {угроза|угорозы|угрозе} жизни и так далее, {экологии|экология} {и так…|и так далее…|} Конечно, его не смогли убрать. Сегодня уже {26 | двадцать шестое} августа, но тем не менее попытки и потуги сдвинуть эту махину с пляжа увенчались маленьким успехом. Насколько мы видим вот в этих кадрах, Танкер где-то приблизительно на {40 процентов|сорок процентов|сорок %|40 %|40%} подняли на бок, поэтому будем молиться за спасателей и за эту операцию, чтобы она увенчалась успехом. Эпопея длится с ноября прошлого года, напомню, что никому дела не было до этого танкера. Как говорят злые языки, танкер перевозил нефть, перевозил её нелегально."
multivariant-v2-custom,66,"Всем привет! Сегодня мы решили сделать ирландский выпуск, потому что в эти дни по всему миру празднуется День святого Патрика. Мы решили приготовить {два | 2} ирландских блюда. Ирландское рагу и ирландский салат. Давайте приступим. Этот клевер мне будет сегодня помогать. Начнём с ирландского рагу. Основные ингредиенты для рагу - это баранина, картошка и лук, и петрушка. Остальное, {вот,} морковка, чеснок и все остальные ингредиенты можно добавлять. Ну приступим. Вот мясо. Здесь баранины {700 | семьсот} {грамм|г} . Оно уже порезано вот на такие небольшие кусочки. Предварительно очищено от жира и всяких пленочек и остальных {ненужных|~не нужных} вещей. Так оно уже порезано. {Все.} Его мы трогать сейчас не будем. Ну картошка вот. {5 | пять} штук крупных картофелин. {2 | две} морковки. {2 | две} штуки лука. Картошку и морковку нужно почистить. Сейчас мы этим и займёмся. Ну вот, мы почистили картошку и морковку. Лук у нас уже был почищен. Овощи мы режем крупно. Просто режем крупно. Вот прям вот так. Ну {наверное | наверно} {вот} ещё вот так. Теперь режем морковку. Ну как. {Чтобы|Чтоб|} было красиво и в то же время крупно. {Ну} {вот} так как-то наискосок. {Вот} такими крупными кусками. <*> Лук режем кольцами или полукольцами, но тоже не слишком мелко. {Ну} вот так, средне как-то."
multivariant-v2-custom,21,"Всем привет, с вами Виктория, {и} сегодня готовим заварное тесто для эклеров. В сотейнике соединяем {125 | сто двадцать пять} {мл | миллилитров} молока, {125 | сто двадцать пять} {мл | миллилитров} воды, {1 | одну} столовую ложку сахара и {1 | одну} чайную ложку соли. Добавляем {100 | сто} {грамм|г} сливочного масла и ставим на небольшой огонь, доводим до закипания и до растворения сливочного масла. Убираем с огня и добавляем сразу всю муку, {150 | сто пятьдесят} {грамм|г} . Тщательно перемешиваем, чтобы не осталось никаких комочков, и снова возвращаем ковшик на огонь. Уменьшаем огонь до минимального, регулярно помешиваем и завариваем тесто. У меня на это обычно {уходит|уходят} {3 | три} - {4 | четыре} минуты. Тесто должно собраться в общий комок. Заварную массу перекладываем сразу в отдельную ёмкость, чтобы процесс варки прекратился и тесто немного остыло. И в другую емкость выбиваем {3 | три} яйца. Яйца взбалтываем венчиком либо вилкой и постепенно, в несколько раз, добавляем яичную массу и перемешиваем. Когда вмешалась {одна | 1} часть яиц, добавляем следующую часть яиц и продолжаем перемешивать. Заранее нельзя сказать сколько понадобится яиц для приготовления этого теста. Оно может в себя вобрать как {3 | три} яйца, так {4 | четыре} , так и {5 | пять} . Поэтому ориентируйтесь на консистенцию. В этот раз у меня ушло ровно {4 | четыре} яйца. Консистенция теста должна быть не слишком густая и не слишком жидкая, а вот такая тягучая. Обратите внимание, готовое тесто перекладываем в кондитерский мешок с насадкой. Духовку ставим разогреваться на {200 | двести} градусов, подготавливаем {противень|протвень} либо силиконовый коврик, застилаем их пергаментной бумагой и отсаживаем эклеры. Длина эклеров варьирует примерно от {10 | десяти} до {12 | двенадцати} {см | сантиметров} . Смачиваем палец в воде и немного прижимаем образовавшиеся хвостики, чтобы получилось красивее."
multivariant-v2-custom,47,"Всем привет! Это видео о том, как восстановить доступ к аккаунту {Facebook | Фейсбук} , узнать утерянный логин и пароль от него, как прочитать историю {чата | чатов} и переписку {в} {Facebook|Фейсбук} {Messenger|мессенджер} или получить хоть какую-то информацию из них, если доступ утерян окончательно. Хочу сразу же оговорить, что мы никого не призываем ни к каким противоправным действиям. Речь пойдёт не о каком-то хакерском взломе, а о том, что может сделать обычный пользователь на домашнем или рабочем ПК, в случае утери доступа к аккаунту {Facebook | Фейсбук} или {Facebook|Фейсбук} {Messenger|мессенджер} и необходимости его восстановить. Теоретически, прочитать содержимое писем {в} социальной сети можно только изнутри самого аккаунта пользователя. Тем не менее, я вам покажу несколько лазеек, с помощью которых можно получить доступ к перепискам {Facebook | Фейсбук} , истории поиска и посещённых страниц. Друзья, если вам нужно восстановить удалённые данные, просмотреть или восстановить очищенную историю интернет-браузера, то в этом вам помогут программы компании Hetman Software. Перейдите на сайт по ссылке из описания, бесплатно скачайте и установите нужную программу. Запустите анализ диска. Утилиты отобразят доступные для восстановления данные, и вы сможете просмотреть и вернуть их. На нашем канале и в блоге вы найдете решение любого вопроса, начиная от установки системы, её настройки и исправления возникающих проблем и ошибок, и заканчивая оптимизацией работы мобильных устройств. Наши специалисты с радостью ответят на ваши вопросы в комментариях к роликам или статьям. Итак, способ {первый | 1-й | 1} . Это получить доступ к аккаунту пользователя {Facebook | Фейсбук} , после чего просто ознакомиться с нужной информацией, перепиской или чатами. Как это сделать? Допустим, есть компьютер, которым пользуется человек, к аккаунту которого нам необходимо получить доступ. Запускаем данный ПК. Если у вас есть доступ к нужной учётке, вы знаете пароль или он не установлен, отлично, заходите в неё. Если доступа к такой учётной записи у вас нет, не расстраивайтесь. В неё можно войти и без пароля. О том, как войти в {Windows|Виндовс|Виндоус} , не зная установленный на вход в учётную запись пароль, сбросить или взломать его, у нас есть отдельное видео. Ссылку на него я оставляю в описании. После того, как вы вошли в компьютер нужного вам человека, запустите Hetman Internet Spy. Ссылка на страницу для скачивания программы будет в описании."
multivariant-v2-custom,0,"Всем привет! В эфире {18 | 18-й | восемнадцатый} выпуск заметок о Черкесии. И сегодня долгожданная тема для многих {из} моих подписчиков, посвященная кабардинцам. Материала очень много, поэтому сразу приступлю к делу. Итак, кабардинцы на сегодня {один | 1} из крупнейших этносов адыгского происхождения, адыгского языка, проживающих на территории Российской Федерации и за рубежом. В Российской Федерации они представляют собой самый крупнейший этнос, {вот} поскольку лучше всех сохранились. {А} занимали они в исторической перспективе, {вот} <*> в период своего максимального развития территории от, {значит,} реки Кубань, {от} её верховий, до самого Каспийского моря, в частности до устья реки Терек, ну и, соответственно, от хребтов Кавказа до {вот} <*> безграничных {этих} степей Ставрополья. Изначально предки кабардинцев жили вместе с другими адыгскими племенами в едином союзе в раннем средневековье на территории {ну} современной Кубани. {А} в основном это были территории поймы реки Кубань и Восточного Приазовья. То есть, {вот,} как раз, степная часть Кубани. {А} но со временем с наступлением на эти территории сначала Крымского ханства, которое {стало | стал} пытаться подчинить не просто экономически, {да,} местное население, а {прям|прямо} политически. То есть прямыми вассалами {их} сделать. {А} позднее {ещё} сюда подключилась Османская империя, которая активно пришла на Северный Кавказ. <*> Всё это усиливавшееся давление на адыгов начало как-то очень негативно на них влиять. Они начали переселяться ближе в горную часть, {к границе|и границы|границы} {и} Черкесской земли отходили все южнее. Позже, когда в степной части Кубани появились ногайцы, {вот} черкесы вынуждены были полностью уйти из степной зоны и переселиться в пойму Кубани. То есть к югу от Кубани, {в|на} другую сторону. {Вот} в этом союзе преимущественно были жанеевцы, темиргоевцы и кабардинцы. {А} {ну} это {как бы} теория, то есть это ещё пока не абсолютно утверждённый факт, это {одна | 1} из исторических теорий."
multivariant-v2-custom,6,"Здравствуйте, я руководитель агентства ""Видео для бизнеса"" и помогу вам обрести популярность за максимально короткое время. Мы профессионально соберём информацию {о|~об} вашей услуге и поместим её в понятную {и} яркую, информативную {видео-упаковку|видеоупаковку} . Основная задача продающего видео – продавать. Продавать ваш товар или услугу. Ваше продающее видео работает даже тогда, когда вы спите или отдыхаете на берегу океана. И гарантированно приносит своему владельцу дивиденды, многократно превышающие затраты на его производство. Какие же видео будут интересны клиентам клининговой компании? Почему клиент должен выбрать именно вашу клининговую компанию? Что ваша клининговая компания предлагает клиентам? История вашей организации. Кто работает у вас? Какие дополнительные услуги вы оказываете клиентам? {Видео-отзывы|Видеоотзывы} ваших довольных клиентов. {Видео-ролики|Видеоролики} открытых у вас вакансий. Простые ответы на вопросы в удобном формате. Как к вам проехать или пройти? Наличие парковки. Кроме того, в вашем видеоролике вы смело можете попросить зрителей что-либо делать. Оставить вам телефон или {email|емейл|емайл|e-mail|е-мейл|е-майл} адрес, или попросту записаться к вам на консультацию. Что получает клининговая компания, начав сотрудничество с агентством ""Видео для бизнеса""? Создание и запуск продающего видео с вашим лучшим торговым предложением. Гарантированное увеличение {трафика|~траффика} на сайт. Удержание посетителей и рост конверсии. Качественный визуальный вариант УТП. Привлекающий больше новых клиентов. Новые и недорогие каналы привлечения целевых клиентов в воронку продаж. Продвижение видео по популярным целевым каналам в {Instagram | Инстаграм} , {Facebook | Фейсбук} или на {YouTube | Ютьюб | Ютуб} . {Выделяйте|Выделяйтесь} среди конкурентов информативной и яркой {видеоупаковкой|видео-упаковкой} . Стоимость рекламы видеороликов в {5 | пять} - {10 | десять} раз ниже стоимости {клика|кликов} в Яндекс.Директ. Качественные и надёжные способы привлечения клиентов, до которых не дошли руки конкурентов. Обратите на себя внимание с помощью рекламы. Видео для бизнеса помогает выделиться на фоне конкурентов. {Видео-карточка|Видеокарточка} это отличный способ рассказать о себе и показать преимущества товаров без лишних расходов. Многие тысячи компаний товаров и услуг приобрели известность именно благодаря видео. Настало и ваше время заявить о себе. Теперь мы достаточно знакомы для того, {чтобы|чтоб} вы приняли правильное решение и начали использовать видео для вашего бизнеса, как это делаю я. Узнайте больше по этим контактам."
multivariant-v2-custom,62,"В стране происходят достаточно большие изменения {и…} и {вооружённых сил|в вооружённых силах} . Будем стараться выстраивать вооруженные силы таким образом, чтобы они были оснащены лучше, чтобы принципы комплектования потихонечку менялись. Вы знаете, должны знать, {так|да|} , что у нас с демографией в стране {да,} и {какие проблемы,} с какими проблемами страна может столкнуться в ближайшие годы по {комплектованию|укомплектованию} вооружённых сил. Поэтому просто объективно мы должны, и поэтому, а также потому что техника усложняется, думать о комплектовании {на новых…} на новой основе, увеличивать количество контрактников. Мы не можем это {сделать|делать} слишком быстро, {потому что…} потому что страна {и} экономика пока не {готовы|готова} заменить, {так скажем} , самые простые задачи, которые решаются военнослужащими {по…} по набору, контрактниками. Невозможно, {но|ну|} вы сами это понимаете. {Да?} Нужно охранять склады с вооружениями, нужно выполнять такую нелёгкую армейскую работу. {И} везде контрактниками не заменишь. Но постепенно будем по этому направлению двигаться. И по мере увеличения военнослужащих, набранных на контрактной основе, будем не только сокращать количество набираемых <*> по призыву, но и будем уменьшать срок службы. Вот это всё должно быть скоординировано и {просчитано…} просчитано таким образом, чтобы {не нанести…} не нанести ущерба {обороноспособности|оборонной способности} {стране|страны} и армии. {Да вот…|Вот…|} это что касается принципов комплектования. У нас принята программа перевооружения армии, до {2010 | две тысячи десятого|2010-го} {года|г|} новейшими образцами техники."
multivariant-v2-custom,45,"Славлю Библию, Божье Слово! Славлю Библию, Божье Слово! {Через | Чрез} века нас достигшую весть, Слово древнее, живо и ново, Ему слава, хвала и честь. В этой книге живой и прекрасной, До последнего в ней листа, Слово нитью пронизано красной, То - священная кровь Христа. Слово к нам, чтобы мы не молчали, Чтобы всякий познать его мог, Это слово, что было {вначале|~в начале} , Это слово, что было Бог, Это слово, что плотью стало, <*> из него, С нами рядом оно обитало, И мы видели славу его,  Чтобы овцы погибшие жили, Он пришел к ним, как истинный свет, Но они больше тьму возлюбили, И сказали, жестокое ""нет"". Ну а тем, что пришли как дети, Тем, кто верой его воспринял, Всем, кто видел его во свете, Божьим чадом быть власть им дал, Кто на голос Христа призывный Двери сердца в ответ открыл, Засиял {том|там} свет его дивный, И вечерю он с ними творил, Дал им чашу он после {вечери|вечерей} , Чтобы каждый из чаши пил, Утверждая в любви и вере, С ними в Новый Завет {вступил|ступил} . Сам Христос совершил вечерю, Он есть истина, истина в нём, И я этой истине верю, Не бывает {вечерей|вечери} днём. О, приди ко мне, {жаждущий | жаждуще} {нищий | нищие} , <*>"
multivariant-v2-custom,22,"Друзья, не удивляйтесь, сегодня мы будем использовать для упражнений, которые я буду показывать для восстановления рук, очень обычные предметы. Это маленькие приспособления с кухни, не удивляйтесь. А в конце видео я расскажу, что делать, если упражнение не получается. Я вновь начинаю с {короткого|коротенького} разогрева, разминки. Это делается специально для того, чтобы руки стали более податливыми, не было спастики, не было скованности. Самое главное, что когда руки разогреты, то {упражнения получаются эффективные|упражнения получаются эффективнее|упражнение получается эффективнее} , и всё выходит, поверьте. Итак, разминка. {Начинаем|Начиная} с того, что нам надо размять руки. Сначала мы их просто вот так потираем. Сначала {внутреннюю|внутренняя} поверхность, потом потихоньку {внешнюю|внешняя} . Так, чтобы они разогрелись. Это где-то делаем {15 | пятнадцать} секунд. После этого их моем. Это вот такое движение, будто мы их умываем. {Сейчас | Щас} на улице прохладно. Я только что вернулся с гимнастики утренней. И поэтому руки немножко такие замёрзшие. Так что такая разминка очень кстати. Упражнение номер {11 | одиннадцать} . Для него мы берём такое приспособление кухонное, как губка. Вот такая. Я купил вот такую губку. Можно брать любую. Выполняю упражнение сидя за столом. Губку кладу на стол. Руку ладонью вниз кладу поверх губки. Начинаю её сжимать по очереди. Сначала правой рукой сжимаю. Главное - движение делать плавно. Потому что вот у меня в начале восстановления движения были резкие. Мне кажется, что нужно научиться не только сжимать, но и контролировать как ты это сделаешь."
multivariant-v2-custom,26,"Всем привет! {А} перед началом ролика хотел бы вам сказать о таком канале под названием <*>. У него очень крутые видео, он снимает очень часто стримы. У него {наверное | наверно} на канале больше стримов, чем каких-нибудь, {ну,} простых видео. {Ну,} в общем, заходите, подписывайтесь, я подписался. Всем привет с вами <*>, а точнее мир <*>. И сегодня мы поиграем в режим <*>. Надеюсь, мне сегодня повезёт. Да и сейчас {так…} так как мы зашли на <*> и мы сейчас зайдем на <*>, да. Это наше {второе|2|2-е} , а нет… {первое | 1-е | 1} или {второе | 2-е | 2} , {ну} я не помню, но сейчас мы поиграем. Ладно, без разницы. А вот мы уже появились и {сейчас|щас} возьмём все свои вещички. {Вещички.} {О, у меня|Опа мне|Оп мне} повезло, два сундучка <*> появилось сегодня. Так что лучше {5 плюс|пять плюс|5+|пять +} броня, {наверное | наверно} {плюс 5|плюс пять|+5|+ пять} лучше.
  {Ну…} {о|а|вот|} {Девять | 9} урон. <*>, попробуем, надеюсь не умрём. Курочка! И яичко попалось мне. {Мне…|нет…|не…|} Надеюсь сегодня нам повезёт и мы в середину сразу не будем идти. <*> Так, сначала пойдём <*>."
multivariant-v2-custom,51,"Российское правительство временно разрешило регистрировать импортируемые автомобили без системы ЭРА-Глонасс. Послабления пока рассчитаны на полгода до {1 | первого|1-го} февраля {23 | двадцать третьего|23-го|2023} . Ещё интереснее, что это же правительственное постановление {номер|№} {1269 | тысяча двести шестьдесят девять} разрешает ввозить новые машины без получения одобрений типа транспортного средства не только частникам, но также юридическим лицам или {индивидуальным предпринимателям|ИП} . Для этого достаточно получить заключение экспертной {организации | организацией} . То есть института НАМИ, заменяющее сертификат о безопасности колёсного транспортного средства. Следовательно параллельным импортом новых машин теперь смогут заняться не только физические, но и юридические лица. А это значит, что российские дилеры получают возможность пополнить свои склады. И ещё о параллельном импорте, но не автомобилей, а запасных частей, им решил заняться {КАМАЗ | KAMAZ} , сообщает {Авторевью|Autoreview|Авто ревью|Auto review} . По собственной информации издания, в Набережных Челнах готовы торговать деталями для грузовиков большой европейской семёрки. Коротко напомним предысторию: после того как {Mercedes | Мерседес} , {Volvo | Вольво} , {Scania | Скания | Сканиа} , {MAN | МАН} , а также {Iveco | Ивеко} , {DAF | ДАФ} и {Renault| Рено} прекратили поставки не только техники, но и компонентов, с обслуживанием автопарков оригинальными запчастями возникли определённые проблемы. Однако {камазовцы|КАМАЗ-овцы|KAMAZ-овцы} подобрали более {600 | шестисот} позиций оригинала для {Мерседесов | Mercedes<ов>} и около {200 | двухсот} для {Вольво | Volvo} , {Скании | Scania} и {МАНов | MAN<ов>} . Их будут распространять через магазины официальных дилеров {КАМАЗа | KAMAZ<а>} . О том, смогут ли эти сервисы вдобавок ремонтировать европейцев, не сообщается. Но сам факт того, что {КАМАЗ | KAMAZ} стремительно занимает освободившуюся нишу, безусловно, вызывает уважение. И ещё один {insight | инсайд | инсайт} от наших коллег: {то же|~тоже} {Авторевью|Autoreview|Авто ревью|Auto review} рассказывает, что проект компас передан из ведения {КАМАЗа | KAMAZ<а>} компании {ДАЙМЛЕР|Daimler} {КАМАЗ | KAMAZ} {РУС|Rus} или {ДК|DK} {РУС|Rus} , которую вместо немца <*> недавно возглавила бывший финансовый директор Оксана Карахова. Напомним что компас представляет собой бескапотный среднетоннажник {JAC | джак} , который {КАМАЗ | KAMAZ} выпускает под собственной маркой. В Набережных Челнах освоили сварку кабин, а также комплексную сборку этих машин. Если информация издания верна, то формальная смена производителя может быть попыткой вывести {JAC | джак} из под возможных вторичных санкций. Ведь {КАМАЗ | KAMAZ} теперь находится под адресными ограничениями со стороны США."
multivariant-v2-custom,37,"Пока некоторые {сонибляди|sonyбляди|сони-бляди|sony-бляди} - заметьте не я это сказал - играют в различные мультиплатформы типа {Sponge Bob<а>|SpongeBob<а>|Спанч Боба|Спанчбоба} стоимостью как шкура панды, я решил сдать макулатуру, старые пивные бутылки и прикупить себе в коллекцию ещё {один | 1} эксклюзивчик. Совершенно детский и очень умилительный Сорванец развёрнутая история, он же Tearaway Unfolded, надеюсь я его произнёс правильно. Это полноценный эксклюзив, раскрывающий потенциал {PS4|ПС4|PS-4|ПС-4|PS четыре|ПС четыре} гейминга, больше чем многие серьёзные проекты, {первая | 1-я | 1} часть которого вышла, кстати, на портативной консоли {PlayStation | Плейстейшен|Плейстэйшен|Плейстейшн|Плейстэйшн} {Vita | Вита} . Игра Сорванец обошлась мне чуть больше {300|трёхсот} рублей на очередной цифровой распродаже, и это весьма аппетитный ценник для эксклюзива. Совершенно уникальный визуальный стиль и неповторимая музыка в этой игре делают из обычного, хотя чего тут обычного, платформера реально интересную историю. Сказку про посланника. Конечно, музыка и бумажный стиль {~понравится|понравятся} далеко не всем, например тем, у кого нет души. У рыжих нет души. <*> Да да {да} , вся игра выполнена в стиле бумажной поделки, главный герой весь мир и населяющие его существа сделаны из бумаги и картона. Даже лужи, {и} речки и брызги воды, и вообще в принципе все эффекты, {всё, абсолютно всё|всё абсолютно|абсолютно всё} стилизовано под бумагу, а враги в игре сделаны из газеты. О боже мой, как же это символично - враги из газеты. Вроде, звучит прозаично: бумажный мир с бумажными героями, но играется и ощущается просто по-детски великолепно. Вообще, выбрав такую стилистику, разработчики упростили себе работу и дали нам возможность немного менять и преображать мир под себя. Что {ж|же} говорить, несмотря на то, что в игре Сорванец кастомизация персонажа заключена в наклеивании на главного героя различных бумажных деталей, это даёт довольно широкие возможности для создания оригинального образа конверта с ножками. Да, мы играем за конверт, слава богу не за закладку. Помимо того, в игре можно придумывать и создавать свои украшения. Более того, сама игра не раз прибегает к помощи игрока для создания некоторых незначительных, но приметных деталей игры, привнося в визуал игры частичку {фантазий|фантазии} самого игрока. Под конец таких деталей набирается огромная куча."
multivariant-v2-custom,84,"Приветствую тебя, коллега, на очередном уроке в нашем тренинг-центре. Мы все разные. Для кого-то уроки, которые находятся в рамках этого курса, кажутся элементарщиной, простейшими. Зачем так всё подробно рассказывать. Но для кого-то все эти личные кабинеты {и} все эти сайты, тем более все {вот} эти ссылки длинные, короткие. Всё это кажется {сложным | сложно} . Если ты приглашаешь на наши прямые трансляции людей, которые уже зарегистрированы в твоей структуре, ты хочешь, чтобы твоя команда была в курсе всех наших событий, есть ещё более простой способ пригласить людей. Пожалуйста, пользуйся этим способом только для тех людей, которые уже зарегистрированы. Запомнить даже вот такую короткую ссылку довольно сложно, потому что она ни с чем не ассоциируется. А вот название ""Здоровье, красота, благополучие"" <*> Очень понятно и легко запоминается, потому что это девиз нашей компании. У нас есть командный сайт, который называется ""Здоровье"" - Z английская, ""Красота"" - {K|К} , ""Благополучие"" - B, <*> Вот такие {четыре | 4} буковки нужно запомнить. Это аббревиатура от ""Здоровье, красота, благополучие"". {Точка обязательно ру|Точка обязательно ru|.ru обязательно|обязательно .ru} , русскоязычный ресурс. Набрав вот такой адрес в адресной строке, а что такое адресная строка - повторять в этом ролике не буду, набрав этот адрес и нажав клавишу {""Энтер"" | ""Enter""} , ты попадёшь, или твой человек попадёт, на наш командный сайт. Он послушает {выступления|выступление} нашего генерального директора, получит доступ ко всем нашим ресурсам, {к} {контакту|Вконтакту|ВК|ВКонтакте|VK} , к {Фейсбуку | Facebook<у>} , к нашему {Ютуб|Ютюб|Ютьюб|YouTube} каналу, но самое главное, - он может выбрать то, что ему нужно. Выбери нужное. Человек подпишется на наши новости и будет в курсе всех наших событий. Все оповещения о наших мероприятиях {будут|будет} приходить ему по тому способу связи, который он выбрал. {То есть} для этого просто нужно нажать на кнопочку ""Перейти"", попадает вот на такую страничку, выбирает удобный контакт связи с ним через {Телеграм | Telegram} , {Вайбер | Viber} , {Фейсбук | Facebook} , {Вконтакте|Vkontakte|ВК|VK} ."
